,SourceFile,ExifTool:ExifToolVersion,File:FileName,File:Directory,File:FileSize,File:FileModifyDate,File:FileAccessDate,File:FileInodeChangeDate,File:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,QuickTime:MajorBrand,QuickTime:MinorVersion,QuickTime:CompatibleBrands,QuickTime:MediaDataSize,QuickTime:MediaDataOffset,QuickTime:MovieHeaderVersion,QuickTime:CreateDate,QuickTime:ModifyDate,QuickTime:TimeScale,QuickTime:Duration,QuickTime:PreferredRate,QuickTime:PreferredVolume,QuickTime:PreviewTime,QuickTime:PreviewDuration,QuickTime:PosterTime,QuickTime:SelectionTime,QuickTime:SelectionDuration,QuickTime:CurrentTime,QuickTime:NextTrackID,QuickTime:TrackHeaderVersion,QuickTime:TrackCreateDate,QuickTime:TrackModifyDate,QuickTime:TrackID,QuickTime:TrackDuration,QuickTime:TrackLayer,QuickTime:TrackVolume,QuickTime:ImageWidth,QuickTime:ImageHeight,QuickTime:CleanApertureDimensions,QuickTime:ProductionApertureDimensions,QuickTime:EncodedPixelsDimensions,QuickTime:GraphicsMode,QuickTime:OpColor,QuickTime:CompressorID,QuickTime:SourceImageWidth,QuickTime:SourceImageHeight,QuickTime:XResolution,QuickTime:YResolution,QuickTime:CompressorName,QuickTime:BitDepth,QuickTime:VideoFrameRate,QuickTime:CameraIdentifier,QuickTime:FrameReadoutTime,QuickTime:MatrixStructure,QuickTime:MediaHeaderVersion,QuickTime:MediaCreateDate,QuickTime:MediaModifyDate,QuickTime:MediaTimeScale,QuickTime:MediaDuration,QuickTime:MediaLanguageCode,QuickTime:Balance,QuickTime:HandlerClass,QuickTime:HandlerVendorID,QuickTime:HandlerDescription,QuickTime:AudioFormat,QuickTime:AudioBitsPerSample,QuickTime:AudioSampleRate,QuickTime:LayoutFlags,QuickTime:AudioChannels,QuickTime:PurchaseFileFormat,QuickTime:HandlerType,Composite:ImageSize,Composite:Megapixels,Composite:AvgBitrate,Composite:Rotation,QuickTime:Artwork,File:ExifByteOrder,File:ImageWidth,File:ImageHeight,File:EncodingProcess,File:BitsPerSample,File:ColorComponents,File:YCbCrSubSampling,EXIF:Make,EXIF:Model,EXIF:Orientation,EXIF:XResolution,EXIF:YResolution,EXIF:ResolutionUnit,EXIF:Software,EXIF:ModifyDate,EXIF:YCbCrPositioning,EXIF:ExposureTime,EXIF:FNumber,EXIF:ExposureProgram,EXIF:ISO,EXIF:ExifVersion,EXIF:DateTimeOriginal,EXIF:CreateDate,EXIF:ComponentsConfiguration,EXIF:ShutterSpeedValue,EXIF:ApertureValue,EXIF:BrightnessValue,EXIF:MeteringMode,EXIF:Flash,EXIF:FocalLength,EXIF:FlashpixVersion,EXIF:ColorSpace,EXIF:ExifImageWidth,EXIF:ExifImageHeight,EXIF:SensingMethod,EXIF:CustomRendered,EXIF:ExposureMode,EXIF:WhiteBalance,EXIF:FocalLengthIn35mmFormat,EXIF:SceneCaptureType,EXIF:GPSLatitudeRef,EXIF:GPSLatitude,EXIF:GPSLongitudeRef,EXIF:GPSLongitude,EXIF:GPSAltitudeRef,EXIF:GPSAltitude,EXIF:GPSTimeStamp,EXIF:GPSImgDirectionRef,EXIF:GPSImgDirection,EXIF:Compression,EXIF:ThumbnailOffset,EXIF:ThumbnailLength,EXIF:ThumbnailImage,XMP:XMPToolkit,XMP:CropX,XMP:CropY,XMP:CropW,XMP:CropH,XMP:AffineA,XMP:AffineB,XMP:AffineC,XMP:AffineD,XMP:AffineX,XMP:AffineY,XMP:CropAngle,XMP:CropTop,XMP:CropBottom,XMP:CropLeft,XMP:CropRight,XMP:HasCrop,XMP:AlreadyApplied,Composite:Aperture,Composite:ScaleFactor35efl,Composite:ShutterSpeed,Composite:GPSAltitude,Composite:GPSLatitude,Composite:GPSLongitude,Composite:CircleOfConfusion,Composite:FOV,Composite:FocalLength35efl,Composite:GPSPosition,Composite:HyperfocalDistance,Composite:LightValue,EXIF:SubjectArea,File:CurrentIPTCDigest,EXIF:ImageUniqueID,EXIF:GPSVersionID,XMP:ModifyDate,XMP:Subject,IPTC:EnvelopeRecordVersion,IPTC:CodedCharacterSet,IPTC:ApplicationRecordVersion,IPTC:Keywords,Photoshop:IPTCDigest,XMP:RegionAppliedToDimensionsW,XMP:RegionAppliedToDimensionsH,XMP:RegionAppliedToDimensionsUnit,XMP:RegionType,XMP:RegionExtensionsTimeStamp,XMP:RegionExtensionsFaceID,XMP:RegionExtensionsConfidenceLevel,XMP:RegionExtensionsAngleInfoYaw,XMP:RegionExtensionsAngleInfoRoll,XMP:RegionAreaY,XMP:RegionAreaW,XMP:RegionAreaUnit,XMP:RegionAreaX,XMP:RegionAreaH,EXIF:UniqueCameraModel,EXIF:GPSDateStamp,XMP:CreatorTool,XMP:MetadataDate,XMP:Format,XMP:DocumentID,XMP:OriginalDocumentID,XMP:InstanceID,XMP:RawFileName,XMP:PhotographicSensitivity,XMP:HistoryAction,XMP:HistoryInstanceID,XMP:HistoryWhen,XMP:HistorySoftwareAgent,XMP:HistoryChanged,XMP:RegionRotation,Composite:GPSDateTime,XMP:HierarchicalSubject,XMP:CreateDate,XMP:DateCreated,IPTC:DateCreated,IPTC:TimeCreated,Composite:DateTimeCreated,XMP:RegionName,XMP:Curve0x,XMP:Curve0y,XMP:Curve1x,XMP:Curve1y,XMP:Curve2x,XMP:Curve2y,XMP:Curve3x,XMP:Curve3y,XMP:Curve4x,XMP:Curve4y,XMP:Shadows,XMP:Highlights,XMP:Vibrance,XMP:ToneCurve,XMP:ToneCurveName,XMP:FillLight,XMP:CropConstrainToWarp,EXIF:DigitalZoomRatio,JFIF:JFIFVersion,JFIF:ResolutionUnit,JFIF:XResolution,JFIF:YResolution,EXIF:Padding,XMP:About,ExifTool:Warning,EXIF:XPKeywords,XMP:Rating,XMP:LastKeywordXMP,EXIF:ImageDescription,QuickTime:Model-rus,QuickTime:SoftwareVersion-rus,QuickTime:ContentCreateDate-rus,QuickTime:GPSCoordinates-rus,QuickTime:Make-rus,QuickTime:Make-rus-RU,QuickTime:CreationDate-rus-RU,QuickTime:GPSCoordinates-rus-RU,QuickTime:Software-rus-RU,QuickTime:Model-rus-RU,QuickTime:Model,QuickTime:SoftwareVersion,QuickTime:ContentCreateDate,QuickTime:GPSCoordinates,QuickTime:Make,QuickTime:CreationDate,QuickTime:Software,Composite:GPSAltitudeRef,PNG:ImageWidth,PNG:ImageHeight,PNG:BitDepth,PNG:ColorType,PNG:Compression,PNG:Filter,PNG:Interlace,PNG:SRGBRendering,PNG:Gamma,PNG:PixelsPerUnitX,PNG:PixelsPerUnitY,PNG:PixelUnits,PNG:WhitePointX,PNG:WhitePointY,PNG:RedX,PNG:RedY,PNG:GreenX,PNG:GreenY,PNG:BlueX,PNG:BlueY
379,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0422.JPG,12.44,IMG_0422.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2076075,2013:04:15 05:07:26+02:00,2023:05:08 01:21:24+02:00,2023:05:08 01:21:24+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.3,2013:04:15 07:07:26,1.0,0.05,2.4,2.0,100.0,0221,2013:04:15 07:07:26,2013:04:15 07:07:26,1 2 3 0,0.0499990062408592,2.40000000859426,3.038258038,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.9136666666667,E,37.5545,0.0,193.7357513,03:07:14.83,T,102.2187029,6.0,894.0,9391.0,"(Binary data 9391 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,193.7357513,55.9136666666667,37.5545,0.00376033504233997,57.2209676644141,33.0,55.9136666666667 37.5545,1.89000224358841,6.84799690655495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0423.JPG,12.44,IMG_0423.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1938068,2015:04:05 15:13:43+02:00,2023:05:08 01:21:24+02:00,2023:05:08 01:21:24+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.3,2015:04:05 16:13:43,1.0,0.05,2.4,2.0,400.0,0221,2013:04:15 07:09:03,2013:04:15 07:09:03,1 2 3 0,0.0499990062408592,2.40000000859426,0.5305162479,3.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.9135,E,37.5543333333333,0.0,195.8293651,03:09:02.44,T,295.6020942,6.0,952.0,10531.0,"(Binary data 10531 bytes, use -b option to extract)",XMP Core 5.1.2,0.0,0.0,2816.0,2277.0,1.0,0.0,0.0,1.0,-397.0,-116.0,0.0,0.0224673,0.952614,0.12163,0.984375,True,False,2.4,7.99031476997579,0.05,195.8293651,55.9135,37.5543333333333,0.00376033504233997,57.2209676644141,33.0,55.9135 37.5543333333333,1.89000224358841,4.84799690655495,,ac2428361b389bf2c052dd61aca28697,ea7313430309f4a74abb75aff42a13a0,2 2 0 0,2015:04:05 16:13:43+03:00,"['Дэвид Брюс', 'Сиси Брюс']",4.0,%G,4.0,"['Дэвид Брюс', 'Сиси Брюс']",ac2428361b389bf2c052dd61aca28697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0424.JPG,12.44,IMG_0424.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1886614,2013:04:15 18:41:40+02:00,2023:05:08 01:21:24+02:00,2023:05:08 01:21:24+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.3,2013:04:15 20:41:40,1.0,0.05,2.4,2.0,320.0,0221,2013:04:15 20:41:40,2013:04:15 20:41:40,1 2 3 0,0.0499990062408592,2.40000000859426,1.01919458,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.9056666666667,E,37.5381666666667,0.0,178.0075758,16:41:39.34,T,18.43856655,6.0,894.0,7861.0,"(Binary data 7861 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,178.0075758,55.9056666666667,37.5381666666667,0.00376033504233997,57.2209676644141,33.0,55.9056666666667 37.5381666666667,1.89000224358841,5.16992500144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0425.JPG,12.44,IMG_0425.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2361362,2013:04:15 18:41:49+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.3,2013:04:15 20:41:49,1.0,0.05,2.4,2.0,400.0,0221,2013:04:15 20:41:49,2013:04:15 20:41:49,1 2 3 0,0.0499990062408592,2.40000000859426,0.4821934439,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.905,E,37.5386666666667,0.0,178.0075758,16:41:48.34,T,75.78685613,6.0,894.0,6886.0,"(Binary data 6886 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,178.0075758,55.905,37.5386666666667,0.00376033504233997,57.2209676644141,33.0,55.905 37.5386666666667,1.89000224358841,4.84799690655495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0426.JPG,12.44,IMG_0426.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2457676,2013:04:15 18:42:04+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,8.0,72.0,72.0,2.0,6.1.3,2013:04:15 20:42:03,1.0,0.06666666667,2.4,2.0,400.0,0221,2013:04:15 20:42:03,2013:04:15 20:42:03,1 2 3 0,0.0666659985042524,2.40000000859426,0.1722168657,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.9045,E,37.5391666666667,0.0,178.0075758,16:41:57.94,T,76.4454023,6.0,894.0,6957.0,"(Binary data 6957 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,178.0075758,55.9045,37.5391666666667,0.00376033504233997,57.2209676644141,33.0,55.9045 37.5391666666667,1.89000224358841,4.43295940720397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0428.JPG,12.44,IMG_0428.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1997926,2013:04:17 16:43:43+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.3,2013:04:17 18:43:42,1.0,0.025,2.4,2.0,50.0,0221,2013:04:17 18:43:42,2013:04:17 18:43:42,1 2 3 0,0.0249989997893469,2.40000000859426,4.764300482,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.7576666666667,E,37.5528333333333,0.0,159.3349754,14:43:40.95,T,97.15719064,6.0,894.0,7713.0,"(Binary data 7713 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.025,159.3349754,55.7576666666667,37.5528333333333,0.00376033504233997,57.2209676644141,33.0,55.7576666666667 37.5528333333333,1.89000224358841,8.84799690655495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0429.JPG,12.44,IMG_0429.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1771633,2013:04:18 16:15:27+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.3,2013:04:18 18:15:27,1.0,0.05,2.4,2.0,320.0,0221,2013:04:18 18:15:27,2013:04:18 18:15:27,1 2 3 0,0.0499990062408592,2.40000000859426,0.6837250818,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,55.9135,E,37.5543333333333,0.0,194.9726444,14:15:25.88,T,69.437751,6.0,894.0,8300.0,"(Binary data 8300 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,194.9726444,55.9135,37.5543333333333,0.00376033504233997,57.2209676644141,33.0,55.9135 37.5543333333333,1.89000224358841,5.16992500144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0433.JPG,12.44,IMG_0433.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,291552,2013:04:18 17:43:09+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 480,0.3072,,,,MM,640.0,480.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.2,2013:04:18 19:43:09,1.0,0.03333333333,2.4,2.0,640.0,0221,2013:04:18 19:43:09,2013:04:18 19:43:09,1 2 3 0,0.0333330102961625,2.40000000859426,0.01168937213,3.0,16.0,4.13,0100,1.0,640.0,480.0,2.0,,0.0,0.0,33.0,0.0,N,55.9155,E,37.7761666666667,,,,,,6.0,828.0,12303.0,"(Binary data 12303 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.03333333333,,55.9155,37.7761666666667,0.00376033504233997,57.2209676644141,33.0,55.9155 37.7761666666667,1.89000224358841,4.75488750230774,604 442 69 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0437.JPG,12.44,IMG_0437.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,105418,2013:04:18 18:04:24+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 480,0.3072,,,,MM,640.0,480.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.2,2013:04:18 20:04:24,1.0,0.03333333333,2.4,2.0,80.0,0221,2013:04:18 20:04:24,2013:04:18 20:04:24,1 2 3 0,0.0333330102961625,2.40000000859426,4.404107425,3.0,16.0,4.13,0100,1.0,640.0,480.0,2.0,,0.0,0.0,33.0,0.0,N,55.9155,E,37.776,,,,,,6.0,828.0,3795.0,"(Binary data 3795 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.03333333333,,55.9155,37.776,0.00376033504233997,57.2209676644141,33.0,55.9155 37.776,1.89000224358841,7.75488750230774,562 34 119 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0441.JPG,12.44,IMG_0441.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,3852805,2013:04:19 19:55:52+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.2,2013:04:19 21:55:51,1.0,0.05,2.4,2.0,125.0,0221,2013:04:19 21:55:51,2013:04:19 21:55:51,1 2 3 0,0.0499990062408592,2.40000000859426,2.750224618,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,N,55.9135,E,37.5541666666667,,,,,,6.0,828.0,6806.0,"(Binary data 6806 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,,55.9135,37.5541666666667,0.00376033504233997,57.2209676644141,33.0,55.9135 37.5541666666667,1.89000224358841,6.52606881166759,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0442.JPG,12.44,IMG_0442.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1777134,2013:04:19 20:13:39+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,,,6.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,3264.0,2448.0,,,,,,0.0,,,,,,,,,,6.0,298.0,8775.0,"(Binary data 8775 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0443.JPG,12.44,IMG_0443.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1483625,2013:04:19 20:14:47+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,,,6.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,3264.0,2448.0,,,,,,0.0,,,,,,,,,,6.0,298.0,7067.0,"(Binary data 7067 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0445.JPG,12.44,IMG_0445.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1870602,2013:04:19 20:18:10+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,,,6.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,3264.0,2448.0,,,,,,0.0,,,,,,,,,,6.0,298.0,8681.0,"(Binary data 8681 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0446.JPG,12.44,IMG_0446.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1661184,2013:04:19 20:19:58+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,,,6.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,3264.0,2448.0,,,,,,0.0,,,,,,,,,,6.0,298.0,8554.0,"(Binary data 8554 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0447.JPG,12.44,IMG_0447.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1785339,2013:04:19 20:20:16+02:00,2023:05:08 01:21:25+02:00,2023:05:08 01:21:25+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,,,6.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,3264.0,2448.0,,,,,,0.0,,,,,,,,,,6.0,298.0,8168.0,"(Binary data 8168 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
