,SourceFile,ExifTool:ExifToolVersion,File:FileName,File:Directory,File:FileSize,File:FileModifyDate,File:FileAccessDate,File:FileInodeChangeDate,File:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,QuickTime:MajorBrand,QuickTime:MinorVersion,QuickTime:CompatibleBrands,QuickTime:MediaDataSize,QuickTime:MediaDataOffset,QuickTime:MovieHeaderVersion,QuickTime:CreateDate,QuickTime:ModifyDate,QuickTime:TimeScale,QuickTime:Duration,QuickTime:PreferredRate,QuickTime:PreferredVolume,QuickTime:PreviewTime,QuickTime:PreviewDuration,QuickTime:PosterTime,QuickTime:SelectionTime,QuickTime:SelectionDuration,QuickTime:CurrentTime,QuickTime:NextTrackID,QuickTime:TrackHeaderVersion,QuickTime:TrackCreateDate,QuickTime:TrackModifyDate,QuickTime:TrackID,QuickTime:TrackDuration,QuickTime:TrackLayer,QuickTime:TrackVolume,QuickTime:ImageWidth,QuickTime:ImageHeight,QuickTime:CleanApertureDimensions,QuickTime:ProductionApertureDimensions,QuickTime:EncodedPixelsDimensions,QuickTime:GraphicsMode,QuickTime:OpColor,QuickTime:CompressorID,QuickTime:SourceImageWidth,QuickTime:SourceImageHeight,QuickTime:XResolution,QuickTime:YResolution,QuickTime:CompressorName,QuickTime:BitDepth,QuickTime:VideoFrameRate,QuickTime:CameraIdentifier,QuickTime:FrameReadoutTime,QuickTime:MatrixStructure,QuickTime:MediaHeaderVersion,QuickTime:MediaCreateDate,QuickTime:MediaModifyDate,QuickTime:MediaTimeScale,QuickTime:MediaDuration,QuickTime:MediaLanguageCode,QuickTime:Balance,QuickTime:HandlerClass,QuickTime:HandlerVendorID,QuickTime:HandlerDescription,QuickTime:AudioFormat,QuickTime:AudioBitsPerSample,QuickTime:AudioSampleRate,QuickTime:LayoutFlags,QuickTime:AudioChannels,QuickTime:PurchaseFileFormat,QuickTime:HandlerType,Composite:ImageSize,Composite:Megapixels,Composite:AvgBitrate,Composite:Rotation,QuickTime:Artwork,File:ExifByteOrder,File:ImageWidth,File:ImageHeight,File:EncodingProcess,File:BitsPerSample,File:ColorComponents,File:YCbCrSubSampling,EXIF:Make,EXIF:Model,EXIF:Orientation,EXIF:XResolution,EXIF:YResolution,EXIF:ResolutionUnit,EXIF:Software,EXIF:ModifyDate,EXIF:YCbCrPositioning,EXIF:ExposureTime,EXIF:FNumber,EXIF:ExposureProgram,EXIF:ISO,EXIF:ExifVersion,EXIF:DateTimeOriginal,EXIF:CreateDate,EXIF:ComponentsConfiguration,EXIF:ShutterSpeedValue,EXIF:ApertureValue,EXIF:BrightnessValue,EXIF:MeteringMode,EXIF:Flash,EXIF:FocalLength,EXIF:FlashpixVersion,EXIF:ColorSpace,EXIF:ExifImageWidth,EXIF:ExifImageHeight,EXIF:SensingMethod,EXIF:CustomRendered,EXIF:ExposureMode,EXIF:WhiteBalance,EXIF:FocalLengthIn35mmFormat,EXIF:SceneCaptureType,EXIF:GPSLatitudeRef,EXIF:GPSLatitude,EXIF:GPSLongitudeRef,EXIF:GPSLongitude,EXIF:GPSAltitudeRef,EXIF:GPSAltitude,EXIF:GPSTimeStamp,EXIF:GPSImgDirectionRef,EXIF:GPSImgDirection,EXIF:Compression,EXIF:ThumbnailOffset,EXIF:ThumbnailLength,EXIF:ThumbnailImage,XMP:XMPToolkit,XMP:CropX,XMP:CropY,XMP:CropW,XMP:CropH,XMP:AffineA,XMP:AffineB,XMP:AffineC,XMP:AffineD,XMP:AffineX,XMP:AffineY,XMP:CropAngle,XMP:CropTop,XMP:CropBottom,XMP:CropLeft,XMP:CropRight,XMP:HasCrop,XMP:AlreadyApplied,Composite:Aperture,Composite:ScaleFactor35efl,Composite:ShutterSpeed,Composite:GPSAltitude,Composite:GPSLatitude,Composite:GPSLongitude,Composite:CircleOfConfusion,Composite:FOV,Composite:FocalLength35efl,Composite:GPSPosition,Composite:HyperfocalDistance,Composite:LightValue,EXIF:SubjectArea,File:CurrentIPTCDigest,EXIF:ImageUniqueID,EXIF:GPSVersionID,XMP:ModifyDate,XMP:Subject,IPTC:EnvelopeRecordVersion,IPTC:CodedCharacterSet,IPTC:ApplicationRecordVersion,IPTC:Keywords,Photoshop:IPTCDigest,XMP:RegionAppliedToDimensionsW,XMP:RegionAppliedToDimensionsH,XMP:RegionAppliedToDimensionsUnit,XMP:RegionType,XMP:RegionExtensionsTimeStamp,XMP:RegionExtensionsFaceID,XMP:RegionExtensionsConfidenceLevel,XMP:RegionExtensionsAngleInfoYaw,XMP:RegionExtensionsAngleInfoRoll,XMP:RegionAreaY,XMP:RegionAreaW,XMP:RegionAreaUnit,XMP:RegionAreaX,XMP:RegionAreaH,EXIF:UniqueCameraModel,EXIF:GPSDateStamp,XMP:CreatorTool,XMP:MetadataDate,XMP:Format,XMP:DocumentID,XMP:OriginalDocumentID,XMP:InstanceID,XMP:RawFileName,XMP:PhotographicSensitivity,XMP:HistoryAction,XMP:HistoryInstanceID,XMP:HistoryWhen,XMP:HistorySoftwareAgent,XMP:HistoryChanged,XMP:RegionRotation,Composite:GPSDateTime,XMP:HierarchicalSubject,XMP:CreateDate,XMP:DateCreated,IPTC:DateCreated,IPTC:TimeCreated,Composite:DateTimeCreated,XMP:RegionName,XMP:Curve0x,XMP:Curve0y,XMP:Curve1x,XMP:Curve1y,XMP:Curve2x,XMP:Curve2y,XMP:Curve3x,XMP:Curve3y,XMP:Curve4x,XMP:Curve4y,XMP:Shadows,XMP:Highlights,XMP:Vibrance,XMP:ToneCurve,XMP:ToneCurveName,XMP:FillLight,XMP:CropConstrainToWarp,EXIF:DigitalZoomRatio,JFIF:JFIFVersion,JFIF:ResolutionUnit,JFIF:XResolution,JFIF:YResolution,EXIF:Padding,XMP:About,ExifTool:Warning,EXIF:XPKeywords,XMP:Rating,XMP:LastKeywordXMP,EXIF:ImageDescription,QuickTime:Model-rus,QuickTime:SoftwareVersion-rus,QuickTime:ContentCreateDate-rus,QuickTime:GPSCoordinates-rus,QuickTime:Make-rus,QuickTime:Make-rus-RU,QuickTime:CreationDate-rus-RU,QuickTime:GPSCoordinates-rus-RU,QuickTime:Software-rus-RU,QuickTime:Model-rus-RU,QuickTime:Model,QuickTime:SoftwareVersion,QuickTime:ContentCreateDate,QuickTime:GPSCoordinates,QuickTime:Make,QuickTime:CreationDate,QuickTime:Software,Composite:GPSAltitudeRef,PNG:ImageWidth,PNG:ImageHeight,PNG:BitDepth,PNG:ColorType,PNG:Compression,PNG:Filter,PNG:Interlace,PNG:SRGBRendering,PNG:Gamma,PNG:PixelsPerUnitX,PNG:PixelsPerUnitY,PNG:PixelUnits,PNG:WhitePointX,PNG:WhitePointY,PNG:RedX,PNG:RedY,PNG:GreenX,PNG:GreenY,PNG:BlueX,PNG:BlueY
183,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0163.JPG,12.44,IMG_0163.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,3655664,2013:03:05 04:27:39+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.0,,1.0,0.05,2.4,2.0,200.0,0221,,,1 2 3 0,0.0499990062408592,2.40000000859426,0.8709733287,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,N,43.2358333333333,E,76.94,,,,,,6.0,712.0,9236.0,"(Binary data 9236 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,,43.2358333333333,76.94,0.00376033504233997,57.2209676644141,33.0,43.2358333333333 76.94,1.89000224358841,5.84799690655495,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0164.JPG,12.44,IMG_0164.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1559408,2013:03:05 04:27:53+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 09:27:53,1.0,0.05,2.4,2.0,160.0,0221,2013:03:05 09:27:53,2013:03:05 09:27:53,1 2 3 0,0.0499990062408592,2.40000000859426,1.003757829,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.236,E,76.9398333333333,0.0,870.0048309,03:27:50.51,,,6.0,862.0,8890.0,"(Binary data 8890 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,870.0048309,43.236,76.9398333333333,0.00376033504233997,57.2209676644141,33.0,43.236 76.9398333333333,1.89000224358841,6.16992500144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0165.JPG,12.44,IMG_0165.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1568343,2013:03:05 04:27:55+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 09:27:55,1.0,0.05,2.4,2.0,160.0,0221,2013:03:05 09:27:55,2013:03:05 09:27:55,1 2 3 0,0.0499990062408592,2.40000000859426,0.8525021949,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.236,E,76.9398333333333,0.0,870.0048309,03:27:50.51,,,6.0,862.0,9144.0,"(Binary data 9144 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,870.0048309,43.236,76.9398333333333,0.00376033504233997,57.2209676644141,33.0,43.236 76.9398333333333,1.89000224358841,6.16992500144231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0166.JPG,12.44,IMG_0166.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,8886696,2013:03:05 09:16:19+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800 2332,25.1856,,,,MM,10800.0,2332.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 14:16:19,1.0,0.0002209944751,2.4,2.0,50.0,0221,2013:03:05 14:16:19,2013:03:05 14:16:19,1 2 3 0,0.000221000007648974,2.40000000859426,11.45161424,5.0,0.0,4.13,0100,1.0,10800.0,2332.0,2.0,6.0,0.0,0.0,33.0,0.0,N,43.0838333333333,E,76.981,0.0,2057.870968,08:16:17.93,,,6.0,862.0,4760.0,"(Binary data 4760 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.0002209944751,2057.870968,43.0838333333333,76.981,0.00376033504233997,57.2209676644141,33.0,43.0838333333333 76.981,1.89000224358841,15.6697708887744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0167.JPG,12.44,IMG_0167.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2885069,2013:03:05 09:16:52+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 14:16:52,1.0,0.0003500175009,2.4,2.0,50.0,0221,2013:03:05 14:16:52,2013:03:05 14:16:52,1 2 3 0,0.00035000007702401,2.40000000859426,10.42702395,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.0838333333333,E,76.981,0.0,2050.675,08:16:52.03,T,245.6943396,6.0,894.0,11403.0,"(Binary data 11403 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.0003500175009,2050.675,43.0838333333333,76.981,0.00376033504233997,57.2209676644141,33.0,43.0838333333333 76.981,1.89000224358841,15.0063541325011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0168.JPG,12.44,IMG_0168.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2467059,2013:03:05 09:18:23+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 14:18:23,1.0,0.000386996904,2.4,2.0,50.0,0221,2013:03:05 14:18:23,2013:03:05 14:18:23,1 2 3 0,0.000387000132294488,2.40000000859426,10.45544554,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.0838333333333,E,76.9808333333333,0.0,2050.962025,08:18:23.12,,,6.0,862.0,10288.0,"(Binary data 10288 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.000386996904,2050.962025,43.0838333333333,76.9808333333333,0.00376033504233997,57.2209676644141,33.0,43.0838333333333 76.9808333333333,1.89000224358841,14.8614591664538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0169.JPG,12.44,IMG_0169.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2707117,2013:03:05 09:18:33+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 14:18:33,1.0,0.000257997936,2.4,2.0,50.0,0221,2013:03:05 14:18:33,2013:03:05 14:18:33,1 2 3 0,0.000257999986391052,2.40000000859426,11.06619385,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.0838333333333,E,76.9808333333333,0.0,2049.382022,08:18:32.17,,,6.0,862.0,9530.0,"(Binary data 9530 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.000257997936,2049.382022,43.0838333333333,76.9808333333333,0.00376033504233997,57.2209676644141,33.0,43.0838333333333 76.9808333333333,1.89000224358841,15.446421667175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0170.JPG,12.44,IMG_0170.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1712692,2013:03:05 11:11:34+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.2,2013:03:05 16:11:34,1.0,0.06666666667,2.4,2.0,400.0,0221,2013:03:05 16:11:34,2013:03:05 16:11:34,1 2 3 0,0.0666659985042524,2.40000000859426,-0.2336307274,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.1461666666667,E,76.9195,0.0,1881.926829,10:11:23.15,T,125.5827338,6.0,894.0,9632.0,"(Binary data 9632 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,1881.926829,43.1461666666667,76.9195,0.00376033504233997,57.2209676644141,33.0,43.1461666666667 76.9195,1.89000224358841,4.43295940720397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0174.JPG,12.44,IMG_0174.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2015870,2013:03:05 11:13:41+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 16:13:41,1.0,0.06666666667,2.4,2.0,400.0,0221,2013:03:05 16:13:41,2013:03:05 16:13:41,1 2 3 0,0.0666659985042524,2.40000000859426,0.07393040502,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.1613333333333,E,76.9081666666667,0.0,1881.926829,10:13:33.49,T,229.5842697,6.0,894.0,9372.0,"(Binary data 9372 bytes, use -b option to extract)",XMP Core 4.4.0,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,1881.926829,43.1613333333333,76.9081666666667,0.00376033504233997,57.2209676644141,33.0,43.1613333333333 76.9081666666667,1.89000224358841,4.43295940720397,,,,,,,,,,,,3264.0,2448.0,pixel,Face,-795180992.0,2.0,291.0,,,0.475,0.256,normalized,0.612,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0175.JPG,12.44,IMG_0175.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,4425654,2013:03:05 11:14:44+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.0,,1.0,0.06666666667,2.4,2.0,640.0,0221,,,1 2 3 0,0.0666659985042524,2.40000000859426,-1.16176394,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,N,43.1665,E,76.904,,,,,,6.0,712.0,10659.0,"(Binary data 10659 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,,43.1665,76.904,0.00376033504233997,57.2209676644141,33.0,43.1665 76.904,1.89000224358841,3.75488750209133,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0176.JPG,12.44,IMG_0176.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,4329623,2013:03:05 11:14:47+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,1 1,Apple,iPhone 5,1.0,72.0,72.0,2.0,ProCam 2.0,,1.0,0.06666666667,2.4,2.0,640.0,0221,,,1 2 3 0,0.0666659985042524,2.40000000859426,-1.127275581,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,N,43.1665,E,76.904,,,,,,6.0,712.0,10724.0,"(Binary data 10724 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,,43.1665,76.904,0.00376033504233997,57.2209676644141,33.0,43.1665 76.904,1.89000224358841,3.75488750209133,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0177.JPG,12.44,IMG_0177.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,1953936,2013:03:05 11:15:03+01:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:05 16:15:03,1.0,0.06666666667,2.4,2.0,500.0,0221,2013:03:05 16:15:03,2013:03:05 16:15:03,1 2 3 0,0.0666659985042524,2.40000000859426,-0.8879025239,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,N,43.1698333333333,E,76.901,0.0,1881.926829,10:14:51.11,,,6.0,862.0,10125.0,"(Binary data 10125 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.06666666667,1881.926829,43.1698333333333,76.901,0.00376033504233997,57.2209676644141,33.0,43.1698333333333 76.901,1.89000224358841,4.11103131231661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0178.JPG,12.44,IMG_0178.JPG,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0,2505120,2015:07:24 10:57:24+02:00,2023:05:08 01:21:20+02:00,2023:05:08 01:21:20+02:00,100755,JPEG,JPG,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264 2448,7.990272,,,,MM,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2015:04:05 16:24:17,1.0,0.05,2.4,2.0,80.0,0221,2013:03:05 10:42:13,2013:03:05 10:42:13,0 0 0 1,0.0499990062408592,2.40000026228614,2.796558082,5.0,24.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,N,55.9136666666667,E,37.5496666666667,0.0,194.7293578,06:42:12.63,T,246.2186732,6.0,960.0,14654.0,"(Binary data 14654 bytes, use -b option to extract)","Adobe XMP Core 5.6-c011 79.156380, 2014/05/21-23:38:37        ",,,,,,,,,,,,,,,,,,2.4,7.99031476997579,0.05,194.7293578,55.9136666666667,37.5496666666667,0.00376033504233997,57.2209676644141,33.0,55.9136666666667 37.5496666666667,1.89000224358841,7.16992500144231,1631 1223 881 881,7de66a15e9beb2662933fb76946f8881,fe8f319ba3aa831648ac22b1bd712cdd,2 2 0 0,2015:04:05 16:24:17+03:00,Тимофей,4.0,%G,4.0,Тимофей,7de66a15e9beb2662933fb76946f8881,3264.0,2448.0,pixel,"['Face', 'Face']",,,,,,"[0.47667, 0.45798]","[0.12511, 0.0981]",,"[0.42083, 0.52748]","[0.16681, 0.13081]",,2013:03:05,6.1.2,2015:07:24 11:57:24+03:00,image/jpeg,F337724B41A410D9975F843A1375E9FD,F337724B41A410D9975F843A1375E9FD,xmp.iid:85a75260-e9fd-491a-b986-7c42d1139936,IMG_0178.JPG,80.0,saved,xmp.iid:85a75260-e9fd-491a-b986-7c42d1139936,2015:07:24 11:57:24+03:00,Adobe Photoshop Lightroom 6.1 (Macintosh),/metadata,"[-0.18204, -0.01201]",2013:03:05 06:42:12.63Z,Тимофей,2013:03:05 10:42:13,2013:03:05 10:42:13,2013:03:05,10:42:13,2013:03:05 10:42:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
