,SourceFile,ExifTool:ExifToolVersion,File:FileName,File:Directory,File:FileSize,File:FileModifyDate,File:FileAccessDate,File:FileInodeChangeDate,File:FilePermissions,File:FileType,File:FileTypeExtension,File:MIMEType,File:ExifByteOrder,File:CurrentIPTCDigest,File:ImageWidth,File:ImageHeight,File:EncodingProcess,File:BitsPerSample,File:ColorComponents,File:YCbCrSubSampling,EXIF:Make,EXIF:Model,EXIF:Orientation,EXIF:XResolution,EXIF:YResolution,EXIF:ResolutionUnit,EXIF:Software,EXIF:ModifyDate,EXIF:YCbCrPositioning,EXIF:ExposureTime,EXIF:FNumber,EXIF:ExposureProgram,EXIF:ISO,EXIF:ExifVersion,EXIF:DateTimeOriginal,EXIF:CreateDate,EXIF:ComponentsConfiguration,EXIF:ShutterSpeedValue,EXIF:ApertureValue,EXIF:BrightnessValue,EXIF:MeteringMode,EXIF:Flash,EXIF:FocalLength,EXIF:FlashpixVersion,EXIF:ColorSpace,EXIF:ExifImageWidth,EXIF:ExifImageHeight,EXIF:SensingMethod,EXIF:CustomRendered,EXIF:ExposureMode,EXIF:WhiteBalance,EXIF:FocalLengthIn35mmFormat,EXIF:SceneCaptureType,EXIF:ImageUniqueID,EXIF:GPSVersionID,EXIF:GPSLatitudeRef,EXIF:GPSLatitude,EXIF:GPSLongitudeRef,EXIF:GPSLongitude,EXIF:GPSAltitudeRef,EXIF:GPSAltitude,EXIF:GPSTimeStamp,EXIF:GPSDateStamp,EXIF:Compression,EXIF:ThumbnailOffset,EXIF:ThumbnailLength,EXIF:ThumbnailImage,XMP:XMPToolkit,XMP:ModifyDate,XMP:CreatorTool,XMP:CreateDate,XMP:MetadataDate,XMP:Format,XMP:DateCreated,XMP:DocumentID,XMP:OriginalDocumentID,XMP:InstanceID,XMP:RawFileName,XMP:PhotographicSensitivity,XMP:Subject,XMP:HistoryAction,XMP:HistoryInstanceID,XMP:HistoryWhen,XMP:HistorySoftwareAgent,XMP:HistoryChanged,XMP:RegionAppliedToDimensionsW,XMP:RegionAppliedToDimensionsH,XMP:RegionAppliedToDimensionsUnit,XMP:RegionRotation,XMP:RegionType,XMP:RegionAreaH,XMP:RegionAreaW,XMP:RegionAreaX,XMP:RegionAreaY,XMP:HierarchicalSubject,IPTC:CodedCharacterSet,IPTC:EnvelopeRecordVersion,IPTC:ApplicationRecordVersion,IPTC:Keywords,IPTC:DateCreated,IPTC:TimeCreated,Photoshop:IPTCDigest,Composite:Aperture,Composite:ImageSize,Composite:Megapixels,Composite:ScaleFactor35efl,Composite:ShutterSpeed,Composite:GPSAltitude,Composite:GPSDateTime,Composite:GPSLatitude,Composite:GPSLongitude,Composite:DateTimeCreated,Composite:CircleOfConfusion,Composite:FOV,Composite:FocalLength35efl,Composite:GPSPosition,Composite:HyperfocalDistance,Composite:LightValue,JFIF:JFIFVersion,JFIF:ResolutionUnit,JFIF:XResolution,JFIF:YResolution,EXIF:SubjectArea,EXIF:Padding,XMP:About,XMP:RegionExtensionsTimeStamp,XMP:RegionExtensionsFaceID,XMP:RegionExtensionsConfidenceLevel,XMP:RegionExtensionsAngleInfoYaw,XMP:RegionExtensionsAngleInfoRoll,XMP:RegionAreaUnit,EXIF:GPSImgDirectionRef,EXIF:GPSImgDirection,EXIF:DigitalZoomRatio,XMP:CropX,XMP:CropY,XMP:CropW,XMP:CropH,XMP:AffineA,XMP:AffineB,XMP:AffineC,XMP:AffineD,XMP:AffineX,XMP:AffineY,XMP:CropAngle,XMP:CropTop,XMP:CropBottom,XMP:CropLeft,XMP:CropRight,XMP:HasCrop,XMP:AlreadyApplied,ExifTool:Warning,EXIF:XPKeywords,XMP:Rating,XMP:LastKeywordXMP,XMP:RegionName,XMP:CropConstrainToWarp,EXIF:ImageDescription,XMP:Curve0x,XMP:Curve0y,XMP:Curve1x,XMP:Curve1y,XMP:Curve2x,XMP:Curve2y,XMP:Curve3x,XMP:Curve3y,XMP:Curve4x,XMP:Curve4y,XMP:Shadows,XMP:Highlights,XMP:Vibrance,XMP:ToneCurve,XMP:ToneCurveName,XMP:FillLight,EXIF:UniqueCameraModel,PNG:ImageWidth,PNG:ImageHeight,PNG:BitDepth,PNG:ColorType,PNG:Compression,PNG:Filter,PNG:Interlace,PNG:SRGBRendering,PNG:Gamma,PNG:WhitePointX,PNG:WhitePointY,PNG:RedX,PNG:RedY,PNG:GreenX,PNG:GreenY,PNG:BlueX,PNG:BlueY,PNG:PixelsPerUnitX,PNG:PixelsPerUnitY,PNG:PixelUnits
53,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0360.JPG,12.44,IMG_0360.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2171781,2013:04:02 10:51:07+02:00,2023:05:08 01:41:53+02:00,2023:05:08 01:40:52+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,ProCam 2.1,,1.0,0.0007007708479,2.4,2.0,50.0,0221,,,1 2 3 0,0.000700999672172513,2.40000000859426,9.987261146,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,56.5438333333333,E,37.5713333333333,,,,,6.0,712.0,7982.0,"(Binary data 7982 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.0007007708479,,,56.5438333333333,37.5713333333333,,0.00376033504233997,57.2209676644141,33.0,56.5438333333333 37.5713333333333,1.89000224358841,14.0048384312107,,,,,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0374.JPG,12.44,IMG_0374.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,1803215,2013:04:06 15:13:53+02:00,2023:05:08 01:41:53+02:00,2023:05:08 01:41:39+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.3,2013:04:06 17:13:53,1.0,0.025,2.4,2.0,50.0,0221,2013:04:06 17:13:53,2013:04:06 17:13:53,1 2 3 0,0.0249989997893469,2.40000000859426,4.731751825,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,,,N,55.9135,E,37.5543333333333,0.0,195.3614865,13:13:52.08,,6.0,894.0,6933.0,"(Binary data 6933 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.025,195.3614865,,55.9135,37.5543333333333,,0.00376033504233997,57.2209676644141,33.0,55.9135 37.5543333333333,1.89000224358841,8.84799690655495,,,,,,,,,,,,,,T,109.9904632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0412.JPG,12.44,IMG_0412.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2399587,2013:04:14 10:00:35+02:00,2023:05:08 01:41:53+02:00,2023:05:08 01:40:52+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.3,2013:04:14 12:00:34,1.0,0.008333333333,2.4,2.0,80.0,0221,2013:04:14 12:00:34,2013:04:14 12:00:34,1 2 3 0,0.0083330023887461,2.40000000859426,4.712411705,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,,,N,55.9136666666667,E,37.5543333333333,0.0,191.1917563,08:00:32.52,,6.0,862.0,11684.0,"(Binary data 11684 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.008333333333,191.1917563,,55.9136666666667,37.5543333333333,,0.00376033504233997,57.2209676644141,33.0,55.9136666666667 37.5543333333333,1.89000224358841,9.75488750222118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0228.JPG,12.44,IMG_0228.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2167590,2013:03:09 17:08:51+01:00,2023:05:08 01:41:52+02:00,2023:05:08 01:40:46+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.2,2013:03:09 17:08:51,1.0,0.002544529262,2.4,2.0,50.0,0221,2013:03:09 17:08:51,2013:03:09 17:08:51,1 2 3 0,0.00254699990828505,2.40000000859426,7.125472888,5.0,24.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,59.3281666666667,E,18.09,0.0,4.431640625,16:08:50.49,,6.0,870.0,7407.0,"(Binary data 7407 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.002544529262,4.431640625,,59.3281666666667,18.09,,0.00376033504233997,57.2209676644141,33.0,59.3281666666667 18.09,1.89000224358841,12.1444543139752,,,,,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0214.JPG,12.44,IMG_0214.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,3185262,2013:03:09 15:54:00+01:00,2023:05:08 01:41:52+02:00,2023:05:08 01:40:46+02:00,100755,JPEG,JPG,image/jpeg,MM,,5408.0,2332.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:09 15:54:00,1.0,0.008333333333,2.4,2.0,500.0,0221,2013:03:09 15:54:00,2013:03:09 15:54:00,1 2 3 0,0.0083330023887461,2.40000000859426,2.210512484,5.0,0.0,4.13,0100,1.0,5408.0,2332.0,2.0,6.0,0.0,0.0,33.0,0.0,,,N,59.3298333333333,E,18.0886666666667,0.0,30.70983811,14:54:00.22,,6.0,862.0,7214.0,"(Binary data 7214 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,5408 2332,12.611456,7.99031476997579,0.008333333333,30.70983811,,59.3298333333333,18.0886666666667,,0.00376033504233997,57.2209676644141,33.0,59.3298333333333 18.0886666666667,1.89000224358841,7.11103131244645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0200.JPG,12.44,IMG_0200.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2408394,2013:03:09 16:09:39+01:00,2023:05:08 01:41:52+02:00,2023:05:08 01:40:31+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:09 11:45:47,1.0,0.001290322581,2.4,2.0,50.0,0221,2013:03:09 11:45:47,2013:03:09 11:45:47,1 2 3 0,0.0012910000152277,2.40000000859426,8.569464544,5.0,0.0,4.13,0100,1.0,3264.0,2448.0,2.0,2.0,0.0,0.0,33.0,0.0,,,N,59.3298333333333,E,18.0901666666667,0.0,30.0117801,10:45:46.27,,6.0,894.0,12237.0,"(Binary data 12237 bytes, use -b option to extract)",XMP Core 4.4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.001290322581,30.0117801,,59.3298333333333,18.0901666666667,,0.00376033504233997,57.2209676644141,33.0,59.3298333333333 18.0901666666667,1.89000224358841,13.1241213114324,,,,,,,,,,,,,,T,220.3339416,,0.0,0.0,3264.0,2084.0,1.0,0.0,0.0,1.0,0.0,-364.0,0.0,0.0,0.851307,0.0,1.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0994.JPG,12.44,IMG_0994.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,147914,2013:07:20 18:34:17+02:00,2023:05:08 01:41:55+02:00,2023:05:08 01:40:33+02:00,100755,JPEG,JPG,image/jpeg,MM,,640.0,852.0,0.0,8.0,3.0,2 2,,,1.0,72.0,72.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,640.0,852.0,,,,,,0.0,,,,,,,,,,,6.0,298.0,9316.0,"(Binary data 9316 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 852,0.54528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0770.JPG,12.44,IMG_0770.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,1897588,2017:04:04 15:39:13+02:00,2023:05:08 01:41:54+02:00,2023:05:08 01:41:23+02:00,100755,JPEG,JPG,image/jpeg,MM,5adcf66862e7ce1ced7d7564ed8bc4f1,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,Microsoft Windows Live Photo Gallery 15.4.3555.308,2014:02:25 23:49:09,1.0,0.0004980079681,2.4,2.0,50.0,0221,2013:07:07 10:50:43,2013:07:07 10:50:43,1 2 3 0,0.000497999926563511,2.40000000859426,10.20577396,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,42.7035,E,27.7985,1.0,0.0,07:50:43.37,2013:07:07,6.0,5036.0,4297.0,"(Binary data 4297 bytes, use -b option to extract)","Adobe XMP Core 5.6-c128 79.159124, 2016/03/18-14:01:55        ",2014:02:25 23:49:09,Microsoft Windows Live Photo Gallery 15.4.3555.308,2013:07:07 10:50:43,2017:04:04 16:39:13+03:00,image/jpeg,2013:07:07 10:50:43,2C18CF9273EC9F01109D2ABE16EA7258,2C18CF9273EC9F01109D2ABE16EA7258,xmp.iid:c42678e0-9ff5-4ddf-89f9-6d8eff351c25,IMG_0770.JPG,50.0,Flagged win,saved,xmp.iid:c42678e0-9ff5-4ddf-89f9-6d8eff351c25,2017:04:04 16:39:13+03:00,Adobe Photoshop Lightroom 6.8 (Macintosh),/metadata,,,,,,,,,,Flagged win,%G,,4.0,Flagged win,2013:07:07,10:50:43,5adcf66862e7ce1ced7d7564ed8bc4f1,2.4,3264 2448,7.990272,7.99031476997579,0.0004980079681,0.0,2013:07:07 07:50:43.37Z,42.7035,27.7985,2013:07:07 10:50:43,0.00376033504233997,57.2209676644141,33.0,42.7035 27.7985,1.89000224358841,14.497612365698,1 1,1.0,72.0,72.0,1631 1223 881 881,"(Binary data 2024 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,[minor] Fixed incorrect URI for xmlns:MicrosoftPhoto_1_,Flagged win,1.0,Flagged win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0002.JPG,12.44,IMG_0002.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,106980,2013:01:25 05:09:27+01:00,2023:05:08 01:41:47+02:00,2023:05:08 01:40:33+02:00,100755,JPEG,JPG,image/jpeg,MM,,300.0,450.0,0.0,8.0,3.0,2 2,,,,300.0,300.0,2.0,,,1.0,,,,,0221,,,1 2 3 0,,,,,,,0100,1.0,300.0,450.0,,,,,,0.0,,,,,,,,,,,6.0,286.0,11266.0,"(Binary data 11266 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 450,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0947.JPG,12.44,IMG_0947.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,1769577,2013:07:18 11:09:17+02:00,2023:05:08 01:41:55+02:00,2023:05:08 01:41:42+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.4,2013:07:18 12:09:17,1.0,0.0009407337723,2.4,2.0,50.0,0221,2013:07:18 12:09:17,2013:07:18 12:09:17,1 2 3 0,0.000941000545670915,2.40000000859426,9.557861133,5.0,24.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,42.6898333333333,E,27.7983333333333,0.0,173.6593674,09:09:16.36,,6.0,902.0,4324.0,"(Binary data 4324 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.0009407337723,173.6593674,,42.6898333333333,27.7983333333333,,0.00376033504233997,57.2209676644141,33.0,42.6898333333333 27.7983333333333,1.89000224358841,13.5799946932638,,,,,1631 1223 881 881,,,,,,,,,T,186.5272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0984.JPG,12.44,IMG_0984.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2920609,2013:07:20 17:08:46+02:00,2023:05:08 01:41:55+02:00,2023:05:08 01:40:32+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,6.1.4,2013:07:20 18:08:46,1.0,0.000641025641,2.4,2.0,50.0,0221,2013:07:20 18:08:46,2013:07:20 18:08:46,1 2 3 0,0.000641000392192625,2.40000000859426,9.862588652,5.0,9.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,42.4203333333333,E,27.695,0.0,15.20410156,15:08:46.46,,6.0,902.0,8937.0,"(Binary data 8937 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.000641025641,15.20410156,,42.4203333333333,27.695,,0.00376033504233997,57.2209676644141,33.0,42.4203333333333 27.695,1.89000224358841,14.1333991254749,,,,,1631 1223 881 881,,,,,,,,,T,79.78858351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0990.JPG,12.44,IMG_0990.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2481790,2013:07:20 17:10:22+02:00,2023:05:08 01:41:55+02:00,2023:05:08 01:40:32+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.4,2013:07:20 18:10:22,1.0,0.0009451795841,2.4,2.0,50.0,0221,2013:07:20 18:10:22,2013:07:20 18:10:22,1 2 3 0,0.000944999482672428,2.40000000859426,9.091095189,5.0,9.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,42.4201666666667,E,27.6948333333333,0.0,1.610046266,15:10:21.15,,6.0,870.0,10159.0,"(Binary data 10159 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.0009451795841,1.610046266,,42.4201666666667,27.6948333333333,,0.00376033504233997,57.2209676644141,33.0,42.4201666666667 27.6948333333333,1.89000224358841,13.5731927238136,,,,,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0774.JPG,12.44,IMG_0774.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,1805377,2014:02:25 20:48:31+01:00,2023:05:08 01:41:54+02:00,2023:05:08 01:41:23+02:00,100755,JPEG,JPG,image/jpeg,MM,,2448.0,3264.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.4,2014:02:25 23:48:30,1.0,0.000257997936,2.4,2.0,50.0,0221,2013:07:07 10:52:37,2013:07:07 10:52:37,1 2 3 0,0.000257999986391052,2.40000000859426,10.93952802,5.0,16.0,4.13,0100,1.0,2448.0,3264.0,2.0,,0.0,0.0,33.0,0.0,,,N,42.7035,E,27.7985,1.0,0.0,07:52:37.28,,6.0,5036.0,3303.0,"(Binary data 3303 bytes, use -b option to extract)",,,Microsoft Windows Live Photo Gallery 15.4.3555.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2448 3264,7.990272,7.99031476997579,0.000257997936,0.0,,42.7035,27.7985,,0.00376033504233997,57.2209676644141,33.0,42.7035 27.7985,1.89000224358841,15.446421667175,1 1,1.0,72.0,72.0,1631 1223 881 881,"(Binary data 2060 bytes, use -b option to extract)",uuid:faf5bdd5-ba3d-11da-ad31-d33d75182f1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0238.JPG,12.44,IMG_0238.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2228650,2013:03:09 17:42:44+01:00,2023:05:08 01:41:52+02:00,2023:05:08 01:41:05+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2013:03:09 17:42:44,1.0,0.008333333333,2.4,2.0,64.0,0221,2013:03:09 17:42:44,2013:03:09 17:42:44,1 2 3 0,0.0083330023887461,2.40000000859426,5.16580756,5.0,24.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,59.3211666666667,E,18.09,1.0,0.0,16:42:44.01,,6.0,870.0,9106.0,"(Binary data 9106 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.008333333333,0.0,,59.3211666666667,18.09,,0.00376033504233997,57.2209676644141,33.0,59.3211666666667 18.09,1.89000224358841,10.0768155971085,,,,,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0562.JPG,12.44,IMG_0562.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,1642344,2013:05:30 09:41:38+02:00,2023:05:08 01:41:54+02:00,2023:05:08 01:41:01+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.4,2013:05:30 11:41:38,1.0,0.05,2.4,2.0,64.0,0221,2013:05:30 11:41:38,2013:05:30 11:41:38,1 2 3 0,0.0499990062408592,2.40000000859426,3.476910828,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,56.087,E,36.781,0.0,179.4302789,07:41:36.32,,6.0,902.0,8735.0,"(Binary data 8735 bytes, use -b option to extract)",XMP Core 4.4.0,,,,,,,,,,,,,,,,,,3264.0,2448.0,pixel,,Face,0.092,0.069,0.741,0.383,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.05,179.4302789,,56.087,36.781,,0.00376033504233997,57.2209676644141,33.0,56.087 36.781,1.89000224358841,7.49185309632967,,,,,1631 1223 881 881,,,751887519.0,2.0,315.0,,,normalized,T,352.0641026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0210.JPG,12.44,IMG_0210.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2180265,2015:04:05 15:24:12+02:00,2023:05:08 01:41:52+02:00,2023:05:08 01:40:45+02:00,100755,JPEG,JPG,image/jpeg,MM,1bab3f899add481b7f5e54ec3db3372c,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,1.0,72.0,72.0,2.0,6.1.2,2015:04:05 16:24:12,1.0,0.05,2.4,2.0,250.0,0221,2013:03:09 15:53:30,2013:03:09 15:53:30,1 2 3 0,0.0499990062408592,2.40000000859426,0.9479919988,5.0,24.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,ae91e18c38d0d814193540c18eea1122,2 2 0 0,N,59.3293333333333,E,18.0888333333333,0.0,29.99573561,14:53:29.03,,6.0,960.0,9178.0,"(Binary data 9178 bytes, use -b option to extract)",XMP Core 5.1.2,2015:04:05 16:24:12+03:00,,,,,,,,,,,Тимофей,,,,,,,,,,,,,,,,%G,4.0,4.0,Тимофей,,,1bab3f899add481b7f5e54ec3db3372c,2.4,3264 2448,7.990272,7.99031476997579,0.05,29.99573561,,59.3293333333333,18.0888333333333,,0.00376033504233997,57.2209676644141,33.0,59.3293333333333 18.0888333333333,1.89000224358841,5.52606881166759,,,,,1631 1223 881 881,,,,,,,,,T,94.66363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,/Users/sergey/Pictures/iPhone Sergey/tmp/img0/IMG_0358.JPG,12.44,IMG_0358.JPG,/Users/sergey/Pictures/iPhone Sergey/tmp/img0,2460339,2013:04:02 10:51:06+02:00,2023:05:08 01:41:53+02:00,2023:05:08 01:40:52+02:00,100755,JPEG,JPG,image/jpeg,MM,,3264.0,2448.0,0.0,8.0,3.0,2 2,Apple,iPhone 5,6.0,72.0,72.0,2.0,ProCam 2.1,,1.0,0.0006640106242,2.4,2.0,50.0,0221,,,1 2 3 0,0.000663999897814097,2.40000000859426,10.03412322,5.0,16.0,4.13,0100,1.0,3264.0,2448.0,2.0,,0.0,0.0,33.0,0.0,,,N,56.5438333333333,E,37.5713333333333,,,,,6.0,712.0,8300.0,"(Binary data 8300 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3264 2448,7.990272,7.99031476997579,0.0006640106242,,,56.5438333333333,37.5713333333333,,0.00376033504233997,57.2209676644141,33.0,56.5438333333333 37.5713333333333,1.89000224358841,14.0825748662743,,,,,1631 1223 881 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
